business_activities,cuisine_name,license_no,licensing_agency,number_of_employees,latitude,longitude
Restaurant,International cuisine,935322,Department of Economic Development- Dubai,7,25.18928827550473,55.30939480957031
Malls/SME/Intaleq,Not Applicable,1122605,Department of Economic Development- Dubai,17,25.19725269188648,55.27770996
Frozen & Chilled  & Frozen Meat Trading,Not Applicable,526158,Department of Economic Development- Dubai,1,25.27643774683227,55.30889921284597
Cafeteria,Pakistani cuisine,1064568,Department of Economic Development- Dubai,1,25.2306772,55.2794915
General Trading,Not Applicable,659382,Department of Economic Development- Dubai,0,,
Restaurant,International cuisine,583470,Department of Economic Development- Dubai,33,25.22177273364625,55.35156338937804
Catering Services,Not Applicable,694449,Department of Economic Development- Dubai,0,25.2048493,55.2707828
Restaurant,Others,762111,Department of Economic Development- Dubai,14,25.166410813940573,55.406110977246094
Restaurant,Not Applicable,676004,Department of Economic Development- Dubai,8,25.164056634820568,55.414718050148494
Grocery Store,Not Applicable,608101,Department of Economic Development- Dubai,1,25.204929,55.27084
Restaurant,Arabic cuisine,676185,Department of Economic Development- Dubai,37,25.26030660542853,55.332286052711495
Restaurant,Indian cuisine,771452,Department of Economic Development- Dubai,19,25.219552119639257,55.27989563
General Trading,Not Applicable,653032,Department of Economic Development- Dubai,2,25.17775754797064,55.39289474487305
Grocery Store,Not Applicable,996673,Department of Economic Development- Dubai,1,25.2712507,55.3006581
Restaurant,Indian cuisine,861171,Department of Economic Development- Dubai,0,,
School,,757973,Department of Economic Development- Dubai,0,25.204929,55.27084
Supermarket,Not Applicable,1091702,Department of Economic Development- Dubai,3,25.212614635851367,55.504585795410165
Restaurant,Indian cuisine,530855,Department of Economic Development- Dubai,0,25.272199320146363,55.30780971050263
Global Village,Not Applicable,869164,Department of Economic Development- Dubai,1,25.07141452137529,55.30848294496536
Catering Services,International cuisine,901647,Department of Economic Development- Dubai,4,,
Coffee Shop,International cuisine,609821,Department of Economic Development- Dubai,2,25.229316571496646,55.31940441169978
Food & Beverages Trading (Sub-activity of Trading),,655324,Department of Economic Development- Dubai,0,25.204929,55.27084
Supermarket,,207613,Department of Economic Development- Dubai,23,25.204929,55.27084
Supermarket,Not Applicable,565149,Department of Economic Development- Dubai,1,25.185002127608247,55.35267855563403
Restaurant,Arabic cuisine,868161,Department of Economic Development- Dubai,28,,
Food Kiosk,French Cuisine,743337,Department of Economic Development- Dubai,1,25.114046505094688,55.138750076293945
Party Cook,Arabic cuisine,696486,Department of Economic Development- Dubai,30,25.113798378686635,55.21406146639266
Chilled Food Trading,Not Applicable,566964,Department of Economic Development- Dubai,0,25.204929,55.27084
Grocery Store,Not Applicable,236550,Department of Economic Development- Dubai,0,25.204929,55.27084
Restaurant,Indian cuisine,1081262,Department of Economic Development- Dubai,9,25.277025957740072,55.30615210533142
Cafeteria,Not Applicable,1189284,Department of Economic Development- Dubai,10,25.17014505150313,55.28869629
Dry Food Trading,International cuisine,905240,Department of Economic Development- Dubai,1,,
Grocery Store,Not Applicable,740799,Department of Economic Development- Dubai,1,25.260457452890915,55.29857108073054
Restaurant,Indian cuisine,738334,Department of Economic Development- Dubai,22,25.2542995,55.3347427
School,Others,715332,Department of Economic Development- Dubai,6,25.17862186836749,55.218646423535134
Restaurant,Indian cuisine,648763,Department of Economic Development- Dubai,17,25.13596063952555,55.23376465
Restaurant,Not Applicable,606345,Department of Economic Development- Dubai,8,25.27349349089864,55.30198718577594
Cafeteria,Arabic cuisine,795368,Department of Economic Development- Dubai,1,,
Restaurant,Pakistani cuisine,751548,Department of Economic Development- Dubai,0,25.204929,55.27084
Ice Cream Shop,Not Applicable,1268158,Department of Economic Development- Dubai,6,,
Coffee Shop,International cuisine,919249,Department of Economic Development- Dubai,10,25.23095406322387,55.31869411468506
Restaurant,Indian cuisine,604842,Department of Economic Development- Dubai,25,25.2568474,55.29862482100725
Food & Beverages Trading (Sub-activity of Trading),International cuisine,864968,Department of Economic Development- Dubai,2,25.18692298426708,55.35112738609314
Restaurant,Arabic cuisine,914029,Department of Economic Development- Dubai,9,,
Restaurant,Not Applicable,1117970,Department of Economic Development- Dubai,13,25.104331535961187,55.23805618286133
Mini Store,Not Applicable,575313,Department of Economic Development- Dubai,14,25.2612193,55.3156987
Cafeteria,Indian cuisine,101684,Department of Economic Development- Dubai,1,25.273082811317625,55.31027960103006
Grocery Store,Not Applicable,835496,Department of Economic Development- Dubai,0,25.2727407,55.3016625
Restaurant,International cuisine,1085743,Department of Economic Development- Dubai,3,,
Party Cook,Arabic cuisine,567571,Department of Economic Development- Dubai,16,25.288210856027032,55.409507630807525
Restaurant,International cuisine,664643,Department of Economic Development- Dubai,0,25.204929,55.27084
Restaurant,Indian cuisine,568738,Department of Economic Development- Dubai,0,25.204929,55.27084
Grocery Store,Not Applicable,125332,Department of Economic Development- Dubai,0,25.204929,55.27084
Restaurant,Pakistani cuisine,646824,Department of Economic Development- Dubai,20,25.27484148721417,55.33175010594277
Supermarket,International cuisine,547833,Department of Economic Development- Dubai,213,25.19791746136349,55.27948170164496
Vegetable and Fruit Trading,Not Applicable,802504,Department of Economic Development- Dubai,1,25.1738625,55.3566772
Coffee Shop,Chinese cuisine,971993,Department of Economic Development- Dubai,1,,
Food & Beverages Trading (Sub-activity of Food Service),Not Applicable,725599,Department of Economic Development- Dubai,12,25.25732979900081,55.39198174
Four Star Hotels,International cuisine,810618,Department of Economic Development- Dubai,0,25.06689690715444,55.29923397474977
Restaurant,International cuisine,867649,Department of Economic Development- Dubai,27,25.00965725702985,55.28725990840204
Cafeteria,Not Applicable,941409,Department of Economic Development- Dubai,1,25.2753967,55.3036634
Restaurant,African cuisine,578384,Department of Economic Development- Dubai,15,25.28033771565408,55.344497066907934
Restaurant,Indian cuisine,764527,Department of Economic Development- Dubai,9,25.28132339297424,55.31465051610077
Tea Trading,Not Applicable,803469,Department of Economic Development- Dubai,23,25.150831832499925,55.22846739640124
Restaurant,Not Applicable,1489429,Department of Economic Development- Dubai,2,25.26012952687131,55.19525199414056
Coffee Shop,Italian Cuisine,915037,Department of Economic Development- Dubai,58,,
Cafeteria,Philippines Cuisine,857182,Department of Economic Development- Dubai,1,25.2651767,55.3274484
Restaurant,Indian cuisine,915329,Department of Economic Development- Dubai,3,25.07067291665108,55.13866424560547
Five Star Hotel,International cuisine,687076,Department of Economic Development- Dubai,16,25.13447474263997,55.15109767170408
Restaurant,Pakistani cuisine,698278,Department of Economic Development- Dubai,0,25.185185816388927,55.35386313317372
Global Village,International cuisine,1090396,Department of Economic Development- Dubai,3,25.072538763707744,55.30981063842773
Coffee Shop,Not Applicable,1253463,Department of Economic Development- Dubai,3,25.214570460997525,55.24921417236328
Grocery Store,Not Applicable,783308,Department of Economic Development- Dubai,1,25.273159343646675,55.31139808874002
Restaurant,Indian cuisine,697822,Department of Economic Development- Dubai,1,25.260911297311328,55.29439720361381
General Trading,Not Applicable,573972,Department of Economic Development- Dubai,7,25.11731056,55.20063400268555
General Trading,International cuisine,629952,Department of Economic Development- Dubai,1,25.18889989987356,55.269687655951984
Cafeteria,Not Applicable,813945,Department of Economic Development- Dubai,7,25.1818647,55.4518187
Coffee Shop,Arabic cuisine,782894,Department of Economic Development- Dubai,0,25.2595481,55.3098112
Restaurant,Indian cuisine,870159,Department of Economic Development- Dubai,1,25.204929,55.27084
Permanent Food Truck,International cuisine,1215316,Department of Economic Development- Dubai,2,,
Food & Beverages Trading (Sub-activity of Trading),Not Applicable,534833,Department of Economic Development- Dubai,1,25.204929,55.27084
Coffee Shop,Not Applicable,890336,Department of Economic Development- Dubai,5,25.3034496,55.4139648
Restaurant,Arabic cuisine,748115,Department of Economic Development- Dubai,0,25.209026,55.4171598
Restaurant,Italian Cuisine,625065,Department of Economic Development- Dubai,0,25.090053352456724,55.14820558880456
Cafeteria,Indian cuisine,831452,Department of Economic Development- Dubai,6,25.2728393,55.3147692
Restaurant,International cuisine,668084,Department of Economic Development- Dubai,8,25.099446436415068,55.20511865615845
Food Stuff Supply Services,Not Applicable,746832,Department of Economic Development- Dubai,0,25.204929,55.27084
Cafeteria,Indian cuisine,1087906,Department of Economic Development- Dubai,16,25.1825543,55.5680552
Food & Beverages Trading (Sub-activity of Trading),,217669,Department of Economic Development- Dubai,1,25.204929,55.27084
Food & Beverages Trading (Sub-activity of Trading),Not Applicable,208296,Department of Economic Development- Dubai,5,25.17409003,55.38743678480387
Coffee Shop,International cuisine,644689,Department of Economic Development- Dubai,10,25.13069905409791,55.11702134475104
General Trading,Others,126313,Department of Economic Development- Dubai,2,25.27480910453627,55.30537947603703
Food Stuff Supply Services,Not Applicable,635101,Department of Economic Development- Dubai,7,25.179398923581985,55.39144696
Vegetable and Fruit Trading,Not Applicable,592394,Department of Economic Development- Dubai,3,25.24962143,55.30526303434601
Restaurant,International cuisine,859444,Department of Economic Development- Dubai,6,25.198970078598894,55.28349012136459
Hotel Apartments,International cuisine,857486,Department of Economic Development- Dubai,8,25.114867,55.1958684
Restaurant,International cuisine,720556,Department of Economic Development- Dubai,8,25.234486730823896,55.32420873641968
Restaurant,South African Cuisine,781615,Department of Economic Development- Dubai,4,25.095860669735668,55.16778893950686
Food & Beverages Trading (Sub-activity of Food Service),Not Applicable,898903,Department of Economic Development- Dubai,0,25.229937,55.2727314
Coffee Shop,Not Applicable,636081,Department of Economic Development- Dubai,0,25.204929,55.27084
Cafeteria,Chinese cuisine,953411,Department of Economic Development- Dubai,2,25.1844885,55.4048424
Grocery Store,Not Applicable,657309,Department of Economic Development- Dubai,1,25.25864147034043,55.28805461607749
Restaurant,Not Applicable,912394,Department of Economic Development- Dubai,1,25.2295474,55.2750566
Catering Services,International cuisine,1247020,Department of Economic Development- Dubai,35,25.1470913,55.2176461
General Trading,Not Applicable,518433,Department of Economic Development- Dubai,1,25.268128564819065,55.29586449421288
Restaurant,Indian cuisine,124707,Department of Economic Development- Dubai,4,25.27165477608906,55.303180735197074
General Trading,Not Applicable,682461,Department of Economic Development- Dubai,3,25.208867712148187,55.27187347412109
Restaurant,Indian cuisine,108793,Department of Economic Development- Dubai,14,25.23691206748062,55.27745559526011
Restaurant,Not Applicable,939965,Department of Economic Development- Dubai,1,25.11684427301912,55.23436546325684
Restaurant,Pakistani cuisine,1380195,Department of Economic Development- Dubai,1,,
Training Centre,International cuisine,807152,Department of Economic Development- Dubai,0,25.125894686378626,55.15338286757469
Restaurant,International cuisine,1224867,Department of Economic Development- Dubai,1,25.26012952687131,55.19525199414056
Cafeteria,Not Applicable,1459744,Department of Economic Development- Dubai,2,,
Coffee Shop,International cuisine,624424,Department of Economic Development- Dubai,13,25.19875935956485,55.27952078554688
Pastry & Sweets Manufacturing (Retail and Food Service),Not Applicable,903390,Department of Economic Development- Dubai,1,25.20606647292614,55.29643494492186
Restaurant,Arabic cuisine,649198,Department of Economic Development- Dubai,0,25.11408885611408,55.19283796814022
Restaurant,Not Applicable,606998,Department of Economic Development- Dubai,7,25.22435429932956,55.26852607727051
Hotel Apartments,International cuisine,656286,Department of Economic Development- Dubai,3,25.204929,55.27084
School,International cuisine,503476,Department of Economic Development- Dubai,11,25.204929,55.27084
Supermarket,Not Applicable,1294125,Department of Economic Development- Dubai,8,25.26012952687131,55.19525199414056
Restaurant,Not Applicable,1207303,Department of Economic Development- Dubai,7,25.19386760049008,55.24515397846699
Cafeteria,Indian cuisine,1068780,Department of Economic Development- Dubai,9,25.249166137394333,55.30631861
Coffee Shop,Not Applicable,789001,Department of Economic Development- Dubai,21,25.22459664074433,55.25935359299183
Food & Beverages Trading (Sub-activity of Trading),Not Applicable,962531,Department of Economic Development- Dubai,28,25.17352282127415,55.40053616489946
Restaurant,Pakistani cuisine,840831,Department of Economic Development- Dubai,35,25.1109376,55.230464
Restaurant,Indian cuisine,1092621,Department of Economic Development- Dubai,1,25.128034704234786,55.38405418395996
Food & Beverages Trading (Sub-activity of Trading),Others,653181,Department of Economic Development- Dubai,0,25.204929,55.27084
Restaurant,International cuisine,696184,Department of Economic Development- Dubai,14,25.2689021,55.3169614
Coffee Trading,Not Applicable,1164821,Department of Economic Development- Dubai,10,25.26012952687131,55.19525199414056
Cafeteria,Arabic cuisine,1176626,Department of Economic Development- Dubai,1,25.12072995555793,55.215911865234375
Food & Beverages Trading (Sub-activity of Trading),International cuisine,605476,Department of Economic Development- Dubai,22,25.17683033835659,55.38973786931152
Hypermarket,Not Applicable,565038,Department of Economic Development- Dubai,65,25.171353759499507,55.24271165838036
General Trading,Not Applicable,704945,Department of Economic Development- Dubai,2,25.26632463087404,55.33056188374758
Coffee Shop,Not Applicable,750163,Department of Economic Development- Dubai,3,25.02966749731761,55.10764484569199
Cafeteria,Indian cuisine,803338,Department of Economic Development- Dubai,7,25.271720326138976,55.31387363048085
Coffee Shop,International cuisine,911905,Department of Economic Development- Dubai,8,25.26012952687131,55.19525199414056
Cafeteria,,743270,Department of Economic Development- Dubai,0,25.204929,55.27084
Restaurant,Japanese Cuisine,776915,Department of Economic Development- Dubai,0,25.1042589,55.1684441
Cafeteria,Chinese cuisine,748893,Department of Economic Development- Dubai,7,25.182429340232684,55.37707394396591
Fish & Marine Animals Trading,Not Applicable,503803,Department of Economic Development- Dubai,0,25.204929,55.27084
Restaurant,Indian cuisine,1117014,Department of Economic Development- Dubai,42,24.99414873086723,55.12596130371094
Cafeteria,Not Applicable,891566,Department of Economic Development- Dubai,0,25.269695,55.3872449
Supermarket,Others,866767,Department of Economic Development- Dubai,11,25.26614471966825,55.32413650637177
Roastery,Not Applicable,769281,Department of Economic Development- Dubai,29,25.223546269539195,55.28667576202393
Restaurant,International cuisine,1057043,Department of Economic Development- Dubai,0,25.1890243,55.4054484
Supermarket,Not Applicable,521656,Department of Economic Development- Dubai,14,25.274611716009264,55.32560769916744
Restaurant,Chinese cuisine,825518,Department of Economic Development- Dubai,98,25.248013185026544,55.30354332305318
Supermarket,Not Applicable,815060,Department of Economic Development- Dubai,0,25.20238366730352,55.25099574093895
Food & Beverages Trading (Sub-activity of Food Service),,985898,Department of Economic Development- Dubai,0,25.2609678,55.328854
Vegetable and Fruit Trading,Not Applicable,611986,Department of Economic Development- Dubai,0,25.204929,55.27084
Restaurant,Not Applicable,676539,Department of Economic Development- Dubai,1,25.082650102618167,55.14476479900031
Department Store,Not Applicable,1285153,Department of Economic Development- Dubai,9,,
Food & Beverages Trading (Sub-activity of Manufacturing),Not Applicable,731530,Department of Economic Development- Dubai,299,24.988313510786263,55.207422185328014
Restaurant,Arabic cuisine,521832,Department of Economic Development- Dubai,3,25.263514265639323,55.32418376375063
Food Kiosk,Not Applicable,804092,Department of Economic Development- Dubai,2,25.05136904457625,55.23228726013077
Fish & Marine Animals Trading,Thai Cuisine,128782,Department of Economic Development- Dubai,0,25.204929,55.27084
Restaurant,Arabic cuisine,827198,Department of Economic Development- Dubai,0,25.0816437,55.1927944
Bakery Products Manufacturing,Not Applicable,795636,Department of Economic Development- Dubai,0,25.12990278791276,55.21530354716867
Restaurant,Not Applicable,1163012,Department of Economic Development- Dubai,8,25.0911,55.1452
Mini Store,Others,702553,Department of Economic Development- Dubai,1,25.1825849,55.4069196
Coffee Shop,Others,557987,Department of Economic Development- Dubai,19,25.26519388204143,55.35947062
Restaurant,International cuisine,1412367,Department of Economic Development- Dubai,25,,
Cafeteria,Indian cuisine,610311,Department of Economic Development- Dubai,32,25.21471695020469,55.27452133187295
Restaurant,Not Applicable,1055128,Department of Economic Development- Dubai,17,25.168494774074144,55.26088672656248
Restaurant,International cuisine,865519,Department of Economic Development- Dubai,29,25.26762358008671,55.32129957072733
Restaurant,Indian cuisine,999373,Department of Economic Development- Dubai,9,,
Food & Beverages Trading (Sub-activity of Trading),Not Applicable,673461,Department of Economic Development- Dubai,2,25.17227606506108,55.38833552009282
Restaurant,Indian cuisine,125961,Department of Economic Development- Dubai,19,25.29357544397782,55.39600213705853
Coffee Shop,Not Applicable,1152498,Department of Economic Development- Dubai,1,,
Department Store,Others,202851,Department of Economic Development- Dubai,25,25.263709793346685,55.32813280820847
Restaurant,Not Applicable,101899,Department of Economic Development- Dubai,26,25.26121285135153,55.32082159789911
General Trading,Not Applicable,712181,Department of Economic Development- Dubai,1,25.2695958,55.2956788
Supermarket,Not Applicable,1006768,Department of Economic Development- Dubai,2,25.2697207,55.3872693
Grocery Store,Not Applicable,1194580,Department of Economic Development- Dubai,2,,
Four Star Hotels,International cuisine,923590,Department of Economic Development- Dubai,26,25.178935000060427,55.27143052284851
Vegetable and Fruit Trading,Others,782764,Department of Economic Development- Dubai,2,25.17714957700833,55.38813925732416
General Trading,Not Applicable,1013406,Department of Economic Development- Dubai,6,25.20716571133787,55.345860413068735
Restaurant,Pakistani cuisine,841650,Department of Economic Development- Dubai,8,25.12557330879216,55.22179249448241
Food & Beverages Trading (Sub-activity of Food Service),,614913,Department of Economic Development- Dubai,85,,
Restaurant,Indian cuisine,658831,Department of Economic Development- Dubai,0,25.204929,55.27084
Food & Beverages Trading (Sub-activity of Trading),Not Applicable,671146,Department of Economic Development- Dubai,0,25.17340957664765,55.39183338406565
Restaurant,Arabic cuisine,577346,Department of Economic Development- Dubai,0,25.204929,55.27084
Nuts Roasting and Packing (Trading),Not Applicable,1000538,Department of Economic Development- Dubai,8,,
Mini Store,Others,632686,Department of Economic Development- Dubai,4,25.06879487404292,55.13767368682862
Restaurant,Arabic cuisine,744611,Department of Economic Development- Dubai,31,25.116252281935942,55.203914264580014
Juice and Soft Drinks Shop,Others,783632,Department of Economic Development- Dubai,0,25.29042268504323,55.32157951423346
Restaurant,International cuisine,999,Department of Economic Development- Dubai,38,25.12696578200568,55.39736445777498
Restaurant,Not Applicable,1425411,Department of Economic Development- Dubai,6,25.26012952687131,55.19525199414056
Party Cook,Pakistani cuisine,811013,Department of Economic Development- Dubai,3,25.235211266807244,55.36257639527321
Mini Store,Indian cuisine,524244,Department of Economic Development- Dubai,0,25.204929,55.27084
Cafeteria,Not Applicable,1002543,Department of Economic Development- Dubai,4,,
Cafeteria,,649294,Department of Economic Development- Dubai,22,25.27756024741097,55.33341857748178
Cafeteria,Not Applicable,843809,Department of Economic Development- Dubai,33,25.15261459733896,55.227802097797394
Restaurant,Indian cuisine,850115,Department of Economic Development- Dubai,0,25.254147609017032,55.32885758227542
Grocery Store,Others,233601,Department of Economic Development- Dubai,1,25.27591055347936,55.30628144418029
Restaurant,Not Applicable,948925,Department of Economic Development- Dubai,9,25.181641291584285,55.27204513549805
Dry Food Trading,Not Applicable,518031,Department of Economic Development- Dubai,26,25.13455471995889,55.24739244
Permanent Food Truck,Italian Cuisine,546200,Department of Economic Development- Dubai,4,,
Ice Cream Shop,Not Applicable,215614,Department of Economic Development- Dubai,9,25.266164133028177,55.31894212320515
Food stuff Supply Services,Arabic cuisine,687232,Department of Economic Development- Dubai,1,25.112840210922272,55.23092476042473
Restaurant,Indian cuisine,554316,Department of Economic Development- Dubai,7,,
Restaurant,Not Applicable,1013550,Department of Economic Development- Dubai,31,25.218297730285627,55.408687591552734
Delivery Services,Others,1504510,Department of Economic Development- Dubai,1,,
Corporate Office Management,Not Applicable,236826,Department of Economic Development- Dubai,24,25.077514216878672,55.22552490234375
Supermarket,Not Applicable,644196,Department of Economic Development- Dubai,15,25.204929,55.27084
Restaurant,Philippines Cuisine,547996,Department of Economic Development- Dubai,18,,
Restaurant,Arabic cuisine,731311,Department of Economic Development- Dubai,29,25.204929,55.27084
Frozen Fish & Sea Food Trading,Not Applicable,235746,Department of Economic Development- Dubai,11,25.2207104,55.3254912
Cafeteria,Indian cuisine,717627,Department of Economic Development- Dubai,1,,
General Trading,International cuisine,1058960,Department of Economic Development- Dubai,12,,
Restaurant,Italian Cuisine,1127530,Department of Economic Development- Dubai,14,25.08352767,55.14750748872757
Grocery Store,Not Applicable,797705,Department of Economic Development- Dubai,0,25.204929,55.27084
Food Kiosk,International cuisine,868488,Department of Economic Development- Dubai,10,25.133056,55.3877504
Restaurant,International cuisine,806614,Department of Economic Development- Dubai,10,25.2534783,55.3292053
Restaurant,Chinese cuisine,104654,Department of Economic Development- Dubai,1,25.17223092676099,55.25141340564005
Supermarket,Others,802472,Department of Economic Development- Dubai,31,25.27781964710788,55.35150768561517
Restaurant,Arabic cuisine,633441,Department of Economic Development- Dubai,12,25.278205155686454,55.30867618809566
Food Stuff Supply Services,Not Applicable,204825,Department of Economic Development- Dubai,25,25.268260099429654,55.294278050414505
Restaurant,Arabic cuisine,529407,Department of Economic Development- Dubai,18,25.2293563,55.2811886
Coffee Shop,Not Applicable,574049,Department of Economic Development- Dubai,27,25.11839895285527,55.20015444852197
Restaurant,Indian cuisine,672043,Department of Economic Development- Dubai,0,25.28235288647157,55.33592347439219
Food & Beverages Trading (Sub-activity of Trading),Indian cuisine,245329,Department of Economic Development- Dubai,0,25.204929,55.27084
Food & Beverages Trading (Sub-activity of Trading),Not Applicable,634867,Department of Economic Development- Dubai,0,25.204929,55.27084
Grocery Store,Not Applicable,742049,Department of Economic Development- Dubai,1,25.276071262378142,55.33391023
Restaurant,Indian cuisine,1075372,Department of Economic Development- Dubai,9,25.261882345051045,55.31935896724463
Hypermarket,,1081199,Department of Economic Development- Dubai,15,,
Food & Beverages Trading (Sub-activity of Trading),,733406,Department of Economic Development- Dubai,2,25.204929,55.27084
Restaurant,Japanese Cuisine,785240,Department of Economic Development- Dubai,22,25.23128586174964,55.259668081998825
Recreational Services,Not Applicable,1237409,Department of Economic Development- Dubai,6,,
Central Kitchen,International cuisine,596314,Department of Economic Development- Dubai,31,25.140395381403465,55.22680263966322
General Trading,,575326,Department of Economic Development- Dubai,1,25.17513039154656,55.39228274819334
Basic Food Hygiene Training,International cuisine,541188,Department of Economic Development- Dubai,1,25.204929,55.27084
Roastery,Not Applicable,632549,Department of Economic Development- Dubai,2,25.21827356529098,55.40760661744571
Hotel Apartments,International cuisine,811978,Department of Economic Development- Dubai,22,25.27700170375976,55.35027176141739
Grocery Store,Not Applicable,535079,Department of Economic Development- Dubai,0,25.204929,55.27084
Hypermarket,Indian cuisine,853149,Department of Economic Development- Dubai,52,25.2574211,55.305592864751816
Grocery Store,Not Applicable,649659,Department of Economic Development- Dubai,1,25.0341296,55.5953913
Grocery Store,Others,707977,Department of Economic Development- Dubai,0,25.274136758141083,55.41071267167968
Grocery Store,Not Applicable,201627,Department of Economic Development- Dubai,1,25.26162550437272,55.29351338335515
Restaurant,Pakistani cuisine,559715,Department of Economic Development- Dubai,22,25.1953152,55.3058304
Restaurant,Chinese cuisine,666864,Department of Economic Development- Dubai,0,25.204929,55.27084
Supermarket,Not Applicable,747668,Department of Economic Development- Dubai,9,25.11126353910681,55.23050084345709
Restaurant,Indian cuisine,902289,Department of Economic Development- Dubai,19,25.19964957688547,55.281807222886655
Food Trading,International cuisine,208735,Department of Economic Development- Dubai,0,,
Food & Beverages Trading (Sub-activity of Food Service),Others,806801,Department of Economic Development- Dubai,1,25.204929,55.27084
Coffee Shop,Not Applicable,1278260,Department of Economic Development- Dubai,14,,
Fish & Seafood Canning & Preserving,Not Applicable,898999,Department of Economic Development- Dubai,0,,
Coffee Shop,Not Applicable,969475,Department of Economic Development- Dubai,1,25.2420196,55.2972404
Meat Products Manufacturing,Not Applicable,810965,Department of Economic Development- Dubai,160,25.23051560074244,55.37137295677194
Restaurant,International cuisine,646526,Department of Economic Development- Dubai,40,25.150253692475857,55.244218326929854
Restaurant,Indian cuisine,1205518,Department of Economic Development- Dubai,7,,
Preparation of Sweets and Candies,Not Applicable,831839,Department of Economic Development- Dubai,2,25.239407667594232,55.31791694462299
Restaurant,,1046788,Department of Economic Development- Dubai,19,25.11684427301912,55.13540267944336
Cafeteria,Indian cuisine,106096,Department of Economic Development- Dubai,2,25.260881436293307,55.29454261061801
Restaurant,Not Applicable,811381,Department of Economic Development- Dubai,16,25.17733223,55.38891675794071
Grocery Store,Not Applicable,219109,Department of Economic Development- Dubai,0,25.204929,55.27084
Restaurant,Not Applicable,1377961,Department of Economic Development- Dubai,32,25.06674441911441,55.21504822306144
Restaurant,Pakistani cuisine,813411,Department of Economic Development- Dubai,27,25.2355192,55.306597
Nursery,Not Applicable,683584,Department of Economic Development- Dubai,5,25.203545339207665,55.25468098092344
Coffee Shop,Not Applicable,577882,Department of Economic Development- Dubai,21,25.11859452625397,55.20065765585503
Restaurant,Indian cuisine,102689,Department of Economic Development- Dubai,10,25.272123840958965,55.31634729523852
Cafeteria,,575556,Department of Economic Development- Dubai,20,25.204929,55.27084
Malls/SME/Intaleq,Not Applicable,1206842,Department of Economic Development- Dubai,2,25.19305878089415,55.38285255432129
Restaurant,International cuisine,737525,Department of Economic Development- Dubai,0,25.236654127877312,55.31702616686118
Bakery with Production,International cuisine,202823,Department of Economic Development- Dubai,1,24.861927384337605,55.06330490112305
Mini Store,Others,559695,Department of Economic Development- Dubai,19,25.017015067531823,55.14661000507817
Grocery Store,,710935,Department of Economic Development- Dubai,1,25.12317056732852,55.24611539730073
Restaurant,Others,792049,Department of Economic Development- Dubai,4,25.22716755670737,55.26101148193016
Potato Products Trading,Not Applicable,717753,Department of Economic Development- Dubai,96,25.173850600377143,55.389098260190494
Coffee Shop,Philippines Cuisine,1478340,Department of Economic Development- Dubai,2,,
Coffee Shop,Not Applicable,801397,Department of Economic Development- Dubai,9,25.261342928723565,55.29260024428368
Coffee Shop,Not Applicable,592660,Department of Economic Development- Dubai,10,25.199200316427635,55.24735860117913
Fish & Marine Animals Trading,Others,128484,Department of Economic Development- Dubai,0,25.204929,55.27084
Cafeteria,Arabic cuisine,765740,Department of Economic Development- Dubai,0,25.232785900089624,55.38533813842774
Restaurant,Not Applicable,1121105,Department of Economic Development- Dubai,4,25.227925980729147,55.42593955993652
Grocery Store,Not Applicable,682785,Department of Economic Development- Dubai,2,25.204929,55.27084
Fodder Trading,Philippines Cuisine,715960,Department of Economic Development- Dubai,0,25.2979087,55.391809
Restaurant,American Cuisine,785300,Department of Economic Development- Dubai,6,25.2445091,55.4528815
Restaurant,Not Applicable,743341,Department of Economic Development- Dubai,1,25.11269131323458,55.20458758
Restaurant,International cuisine,571979,Department of Economic Development- Dubai,76,25.2621024,55.3150854
Food & Beverages Trading (Sub-activity of Trading),Not Applicable,961439,Department of Economic Development- Dubai,3,25.196670212885262,55.27721039950848
Restaurant,Indian cuisine,619674,Department of Economic Development- Dubai,3,25.251756746187034,55.3028892
General Trading,Not Applicable,1232599,Department of Economic Development- Dubai,7,,
Permanent Food Kiosk,Indian cuisine,533532,Department of Economic Development- Dubai,6,25.123644136380378,55.191707611083984
General Trading,Not Applicable,824092,Department of Economic Development- Dubai,2,25.26012952687131,55.19525199414056
Restaurant,International cuisine,941175,Department of Economic Development- Dubai,26,25.14194287480137,55.22601086502688
Restaurant,American Cuisine,570672,Department of Economic Development- Dubai,15,25.09992479973327,55.17214968084681
Coffee Shop,Korean Cuisine,1098236,Department of Economic Development- Dubai,12,25.140418752075625,55.191458500921726
General Trading,Not Applicable,220242,Department of Economic Development- Dubai,21,25.266495443267736,55.29474200139691
Permanent Food Kiosk,Arabic cuisine,753869,Department of Economic Development- Dubai,4,25.3787896,55.4617108
Juice and Soft Drinks Shop,International cuisine,1006424,Department of Economic Development- Dubai,3,25.092075001437944,55.228174924850464
Food Kiosk,Not Applicable,998669,Department of Economic Development- Dubai,1,25.216744715292023,55.407915115356445
Restaurant,Italian Cuisine,073673,Department of Economic Development- Dubai,0,25.204929,55.27084
Food & Beverages Trading (Sub-activity of Food Service),Not Applicable,605809,Department of Economic Development- Dubai,1,25.159876533551284,55.24915346650391
Cafeteria,Not Applicable,926462,Department of Economic Development- Dubai,0,,
Food & Beverages Trading (Sub-activity of Trading),Not Applicable,547610,Department of Economic Development- Dubai,0,25.204929,55.27084
